957	S. Fischer Verlag	1913	Berlin	NaN	Hofmannsthal, Hugo von	Der Abenteuer und die Sängerin oder Die Geschenke des Lebens	Ein Gedicht in 2 Aufz.
958	S. Fischer Verlag	1913	Berlin	3. Aufl.	Stehr, Hermann	Der begrabene Gott	Roman
959	S. Fischer Verlag	1913	Berlin	NaN	Asch, Sholem	Der Bund der Schwachen	Drama
961	S. Fischer Verlag	1913	Berlin	NaN	Beer-Hofmann, Richard	Der Graf von Charolais	E. Trauerspiel
962	S. Fischer Verlag	1913	Berlin	NaN	Forbes-Mosse, Irene	Der Leuchter der Königin	Phantasien
963	S. Fischer Verlag	1913	Berlin	1.-10. Aufl.	Wassermann, Jakob	Der Mann von vierzig Jahren	Ein kleiner Roman
964	S. Fischer Verlag	1913	Berlin	4. Aufl.	Schnitzler, Arthur	Der Ruf des Lebens	Schauspiel
965	S. Fischer Verlag	1913	Berlin	NaN	Madelung, Aage	Der Sterlett	Novellen
966	S. Fischer Verlag	1913	Berlin	(10. Aufl.)	Mann, Thomas	Der Tod in Vendig	Novelle
967	S. Fischer Verlag	1913	Berlin	NaN	Mann, Thomas	Der Tod in Venedig	Novelle
968	S. Fischer Verlag	1913	Berlin	NaN	Trebitsch, Siegfried	Der Tod und die Liebe	Novellen
969	S. Fischer Verlag	1913	Berlin	8. Aufl.	Kellermann, Bernhard	Der Tor	Roman
970	S. Fischer Verlag	1913	Berlin	1.-10. Aufl.	Kellermann, Bernhard	Der Tunnel	Roman
971	S. Fischer Verlag	1913	Berlin	23. Aufl.	Schnitzer, Arthur	Der Weg ins Freie	Roman
973	S. Fischer Verlag	1913	Berlin	NaN	Shaw, Bernard	Die Auswahl aus Bernard Shaws Schriften	NaN
975	S. Fischer Verlag	1913	Berlin	NaN	Geijerstam, Gustaf af	Die Brüder Mörk	Roman
977	S. Fischer Verlag	1913	Berlin	NaN	Steffen, Albert	Die Erneuerung des Bundes	Roman
978	S. Fischer Verlag	1913	Berlin	NaN	Hofmannsthal, Hugo von	Die Frau im Fenster	Ein Gedicht
980	S. Fischer Verlag	1913	Berlin	NaN	Madelung, Aage	Die Gezeichneten	Ein Roman
982	S. Fischer Verlag	1913	Berlin	NaN	Bie, Oscar	Die Oper	NaN
983	S. Fischer Verlag	1913	Berlin	2. Aufl.	Ludwig, Emil	Die Reise nach Afrika	NaN
985	S. Fischer Verlag	1913	Berlin	2. Aufl.	Seyerlen, Egmont	Die schmerzliche Scham	Geschichte e. Knaben um d. Jahr 1900
986	S. Fischer Verlag	1913	Berlin	84. Aufl.	Hauptmann, Gerhart	Die versunkene Glocke	Ein deutsches Märchendrama
987	S. Fischer Verlag	1913	Berlin	83. Aufl.	Hauptmann, Gerhart	Die versunkene Glocke	ein deutsches Märchendrama
988	S. Fischer Verlag	1913	Berlin	NaN	Bang, Herman	Die vier Teufel und andere Novellen	NaN
989	S. Fischer Verlag	1913	Berlin	NaN	Koenig, Hertha	Emilie Reinbeck	Roman
990	S. Fischer Verlag	1913	Berlin	NaN	Bahr, Hermann	Erinnerung an Bruckhard, [Dir d. K. K. Hofburgtheaters in Wien]	NaN
991	S. Fischer Verlag	1913	Berlin	NaN	Kyser, Hans	Erziehung zur Liebe	Ein ernstes Spiel in 4 Akten
992	S. Fischer Verlag	1913	Berlin	NaN	Hauptmann, Gerhart	Festspiel in deutschen Reimen	NaN
993	S. Fischer Verlag	1913	Berlin	NaN	'D''Annunzio, Gabriele'	Feuer	Roman in 2 Bden ; Bd. 1, 2
994	S. Fischer Verlag	1913	Berlin	5. Aufl.	Mann, Thomas	Fiorenza	NaN
995	S. Fischer Verlag	1913	Berlin	10. Aufl.	Hauptmann, Gerhart	Florian Geyer	NaN
996	S. Fischer Verlag	1913	Berlin	NaN	Schnitzler, Arthur	Frau Beate und ihr Sohn	Novelle
997	S. Fischer Verlag	1913	Berlin	NaN	Berend, Alice	Frau Hempels Tochter	Roman
998	S. Fischer Verlag	1913	Berlin	NaN	Flake, Otto	Freitagskind	Roman
999	S. Fischer Verlag	1913	Berlin	NaN	Dehmel, Richard	Gesammelte Werke	NaN
1000	S. Fischer Verlag	1913	Berlin	NaN	Dehmel, Richard	Gesammelte Werke	NaN
1001	S. Fischer Verlag	1913	Berlin	NaN	Dehmel, Richard	Gesammelte Werke	NaN
1002	S. Fischer Verlag	1913	Berlin	NaN	Stehr, Hermann	Geschichten aus dem Mandelhause	NaN
1003	S. Fischer Verlag	1913	Berlin	NaN	Salten, Felix	Gestalten und Erscheinungen	NaN
1004	S. Fischer Verlag	1913	Berlin	NaN	Eeden, Frederik van	Glückliche Menschheit	NaN
1005	S. Fischer Verlag	1913	Berlin	Neubearb. Ausg.	Beradt, Martin	Go	Roman
1006	S. Fischer Verlag	1913	Berlin	NaN	Hauptmann, Gerhart	Hanneles Himmelfahrt	Traumdichtung in 2 Teilen
1007	S. Fischer Verlag	1913	Berlin	9. u. 10. verm. Aufl.	Reich, Emil	Henrik Ibsens Dramen	20 Vorlesungen, geh. an d. Univ. Wien
1008	S. Fischer Verlag	1913	Berlin	NaN	Handl, Willi	Hermann Bahr	NaN
1009	S. Fischer Verlag	1913	Berlin	NaN	Bodisce, Theophile von	Im Hause des alten Freiherrn	Roman
1010	S. Fischer Verlag	1913	Berlin	NaN	Reisiger, Hans	Jakobsland	Roman
1011	S. Fischer Verlag	1913	Berlin	14. Aufl.	Hofmannsthal, Hugo von	Jedermann	Das Spiel vom Sterben d. reichen Mannes
1012	S. Fischer Verlag	1913	Berlin	2. Aufl.	Bahr, Hermann	Josephine	Ein Spiel in vier Akten
1013	S. Fischer Verlag	1913	Berlin	NaN	Kaiser, Georg	König Hahnrei	NaN
1014	S. Fischer Verlag	1913	Berlin	NaN	Brahm, Otto	Kritische Schriften über Drama und Theater	NaN
1015	S. Fischer Verlag	1913	Berlin	NaN	Auernheimer, Raoul	Laurenz Hallers Praterfahrt	Erzählung
1016	S. Fischer Verlag	1913	Berlin	NaN	Bojer, Johan	Leben	Roman
1017	S. Fischer Verlag	1913	Berlin	NaN	Staun, Christian	Lehrjahre in der Gosse [Proletardrengens Læreaar]	NaN
1018	S. Fischer Verlag	1913	Berlin	NaN	Siewert, Elisabeth	Lipskis Sohn	Roman
1019	S. Fischer Verlag	1913	Berlin	NaN	Isemann, Bernd	Lothringer Novellen	NaN
1020	S. Fischer Verlag	1913	Berlin	NaN	Egidy, Emmy von	Matthias Werner	Roman
1021	S. Fischer Verlag	1913	Berlin	3. Aufl.	Shaw, Bernard	Mensch und Übermensch	E. Komödie u. eine Philosophie
1023	S. Fischer Verlag	1913	Berlin	NaN	Heimann, Moritz	Novellen	NaN
1024	S. Fischer Verlag	1913	Berlin	NaN	Ibsen, Henrik	Peer Gynt	Ein dramat. Gedicht
1025	S. Fischer Verlag	1913	Berlin	61.-65. Aufl.	Hesse, Hermann	Peter Camenzind	NaN
1026	S. Fischer Verlag	1913	Berlin	9. Aufl.	Schnitzler, Arthur	Professor Bernhardi	Komödie in 5 Akten
